P31820	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
P04598	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
P35964	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
P05900	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
Q89428	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
P03402	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
P04597	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
P12504	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
P05898	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
P12503	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
P18805	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
P04599	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
P0C1L9	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
P0C1L8	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
P04596	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
Q9Q719	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
P20890	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
Q9WC64	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
O70897	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
P24737	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
Q9WC55	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
P20877	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
P0C1K6	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
P0C1K5	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
O70887	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
O89941	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
Q9QSR2	GO:0019012;GO:0020002;GO:0030430;GO:0019058;GO:0016020;GO:0003723
