P05928	GO:0019012;GO:0006351;GO:0042025;GO:0007049;GO:0006811;GO:0043655;GO:0039592;GO:0019051;GO:0075732;GO:0006355;GO:0046718;GO:0051260
P12520	GO:0019012;GO:0006351;GO:0042025;GO:0007049;GO:0006811;GO:0043655;GO:0039592;GO:0019051;GO:0075732;GO:0006355;GO:0046718;GO:0051260
O70888	GO:0019012;GO:0006351;GO:0042025;GO:0007049;GO:0006811;GO:0043655;GO:0039592;GO:0019051;GO:0075732;GO:0006355;GO:0046718;GO:0051260
O70898	GO:0019012;GO:0006351;GO:0042025;GO:0007049;GO:0006811;GO:0043655;GO:0039592;GO:0019051;GO:0075732;GO:0006355;GO:0046718;GO:0051260
P20883	GO:0019012;GO:0006351;GO:0042025;GO:0007049;GO:0006811;GO:0043655;GO:0039592;GO:0019051;GO:0075732;GO:0006355;GO:0046718;GO:0051260
Q9QSR1	GO:0019012;GO:0006351;GO:0042025;GO:0007049;GO:0006811;GO:0043655;GO:0039592;GO:0019051;GO:0075732;GO:0006355;GO:0046718;GO:0051260
P05950	GO:0019012;GO:0006351;GO:0042025;GO:0007049;GO:0006811;GO:0043655;GO:0039592;GO:0019051;GO:0075732;GO:0006355;GO:0046718;GO:0051260
P05954	GO:0019012;GO:0006351;GO:0042025;GO:0007049;GO:0006811;GO:0043655;GO:0039592;GO:0019051;GO:0075732;GO:0006355;GO:0046718;GO:0051260
P12519	GO:0019012;GO:0006351;GO:0042025;GO:0007049;GO:0006811;GO:0043655;GO:0039592;GO:0019051;GO:0075732;GO:0006355;GO:0046718;GO:0051260
P0C1P2	GO:0019012;GO:0006351;GO:0042025;GO:0007049;GO:0006811;GO:0043655;GO:0039592;GO:0019051;GO:0075732;GO:0006355;GO:0046718;GO:0051260
P0C1P3	GO:0019012;GO:0006351;GO:0042025;GO:0007049;GO:0006811;GO:0043655;GO:0039592;GO:0019051;GO:0075732;GO:0006355;GO:0046718;GO:0051260
P19555	GO:0019012;GO:0006351;GO:0042025;GO:0007049;GO:0006811;GO:0043655;GO:0039592;GO:0019051;GO:0075732;GO:0006355;GO:0046718;GO:0051260
P05955	GO:0019012;GO:0006351;GO:0042025;GO:0007049;GO:0006811;GO:0043655;GO:0039592;GO:0019051;GO:0075732;GO:0006355;GO:0046718;GO:0051260
Q73369	GO:0019012;GO:0006351;GO:0042025;GO:0007049;GO:0006811;GO:0043655;GO:0039592;GO:0019051;GO:0075732;GO:0006355;GO:0046718;GO:0051260
P20891	GO:0019012;GO:0006351;GO:0042025;GO:0007049;GO:0006811;GO:0043655;GO:0039592;GO:0019051;GO:0075732;GO:0006355;GO:0046718;GO:0051260
Q1A247	GO:0019012;GO:0006351;GO:0042025;GO:0007049;GO:0006811;GO:0043655;GO:0039592;GO:0019051;GO:0075732;GO:0006355;GO:0046718;GO:0051260
O12160	GO:0019012;GO:0006351;GO:0042025;GO:0007049;GO:0006811;GO:0043655;GO:0039592;GO:0019051;GO:0075732;GO:0006355;GO:0046718;GO:0051260
P05951	GO:0019012;GO:0006351;GO:0042025;GO:0007049;GO:0006811;GO:0043655;GO:0039592;GO:0019051;GO:0075732;GO:0006355;GO:0046718;GO:0051260
